num_commits,num_branches,num_packages,num_releases,num_stars,active_period
2,1,0,0,0,0.0076851851851851855
2,1,0,0,0,0.007696759259259259
2,1,0,0,0,0.007835648148148149
2,1,0,0,0,0.008020833333333333
2,1,0,0,0,0.008032407407407408
2,1,0,0,0,0.00818287037037037
2,1,0,0,0,0.009305555555555555
2,1,0,0,0,0.009444444444444445
2,1,0,0,0,0.009502314814814814
2,1,0,0,0,0.00988425925925926
2,1,0,0,0,0.01025462962962963
2,1,0,0,0,0.010416666666666666
2,1,0,0,0,0.011111111111111112
2,1,0,0,0,0.011168981481481481
2,1,0,0,0,0.011331018518518518
2,1,0,0,0,0.011354166666666667
2,1,0,0,0,0.01167824074074074
2,1,0,0,0,0.012002314814814815
2,1,0,0,0,0.012118055555555556
2,1,0,0,0,0.012337962962962964
2,1,0,0,0,0.013148148148148148
2,1,0,0,0,0.013206018518518518
2,1,0,0,0,0.013275462962962963
2,1,0,0,0,0.014375
2,1,0,0,0,0.014675925925925926
2,1,0,0,0,0.015208333333333334
2,1,0,0,0,0.01597222222222222
2,1,0,0,0,0.017141203703703704
2,1,0,0,0,0.017326388888888888
2,1,0,0,0,0.018344907407407407
2,1,0,0,0,0.020520833333333332
2,1,0,0,0,0.02096064814814815
2,1,0,0,0,0.021157407407407406
2,1,0,0,0,0.021377314814814814
2,1,0,0,0,0.022175925925925925
2,1,0,0,0,0.0221875
2,1,0,0,0,0.02232638888888889
2,1,0,0,0,0.022997685185185184
2,1,0,0,0,0.024386574074074074
2,1,0,0,0,0.025300925925925925
2,1,0,0,0,0.025497685185185186
2,1,0,0,0,0.02613425925925926
2,1,0,0,0,0.028761574074074075
2,1,0,0,0,0.028981481481481483
2,1,0,0,0,0.029560185185185186
2,1,0,0,0,0.03009259259259259
2,1,0,0,0,0.030520833333333334
2,1,0,0,0,0.030671296296296297
2,1,0,0,0,0.033171296296296296
2,1,0,0,0,0.033993055555555554
2,1,0,0,0,0.03422453703703704
2,1,0,0,0,0.03509259259259259
2,1,0,0,0,0.0375
2,1,0,0,0,0.03872685185185185
2,1,0,0,0,0.03925925925925926
2,1,0,0,0,0.039328703703703706
2,1,0,0,0,0.03961805555555555
2,1,0,0,0,0.03988425925925926
2,1,0,0,0,0.04175925925925926
2,1,0,0,0,0.04186342592592593
2,1,0,0,0,0.045127314814814815
2,1,0,0,0,0.046157407407407404
2,1,0,0,0,0.04707175925925926
2,1,0,0,0,0.04748842592592593
2,1,0,0,0,0.048854166666666664
2,1,0,0,0,0.05008101851851852
2,1,0,0,0,0.052453703703703704
2,1,0,0,0,0.05496527777777778
2,1,0,0,0,0.055324074074074074
2,1,0,0,0,0.05659722222222222
3,1,0,0,0,0.05810185185185185
3,1,0,0,0,0.06021990740740741
3,1,0,0,0,0.0722337962962963
3,1,0,0,0,0.07467592592592592
3,1,0,0,0,0.0757638888888889
3,1,0,0,0,0.07765046296296296
3,1,0,0,0,0.08201388888888889
3,1,0,0,0,0.08626157407407407
3,1,0,0,0,0.08841435185185186
3,1,0,0,0,0.09099537037037037
3,1,0,0,0,0.09211805555555555
3,1,0,0,0,0.09347222222222222
3,1,0,0,0,0.10337962962962963
3,1,0,0,0,0.10644675925925925
3,1,0,0,0,0.114375
3,1,0,0,0,0.11956018518518519
3,1,0,0,0,0.12172453703703703
3,1,0,0,0,0.12237268518518518
3,1,0,0,0,0.12372685185185185
3,1,0,0,0,0.1297337962962963
3,1,0,0,0,0.14074074074074075
3,1,0,0,0,0.1457175925925926
3,1,0,0,0,0.16943287037037036
3,1,0,0,0,0.17359953703703704
3,1,0,0,0,0.18625
3,1,0,0,0,0.18983796296296296
3,1,0,0,0,0.2023726851851852
3,1,0,0,0,0.21847222222222223
3,1,0,0,0,0.2488425925925926
3,1,0,0,0,0.28315972222222224
3,1,0,0,0,0.2955324074074074
3,1,0,0,0,0.3038310185185185
3,1,0,0,0,0.306412037037037
3,1,0,0,0,0.3818171296296296
3,1,0,0,0,0.40436342592592595
3,1,0,0,0,0.4151851851851852
3,1,0,0,0,0.4624537037037037
3,1,0,0,0,0.46295138888888887
3,1,0,0,0,0.46769675925925924
3,1,0,0,0,0.5342824074074074
3,1,0,0,0,0.5406828703703703
3,1,0,0,0,0.5728240740740741
3,1,0,0,0,0.5891550925925926
3,1,0,0,0,0.6244097222222222
3,1,0,0,0,0.6772337962962963
3,1,0,0,0,0.7205439814814815
3,1,0,0,0,0.7518055555555555
3,1,0,0,0,0.7678356481481482
3,1,0,0,0,0.8045601851851852
3,1,0,0,0,0.8129976851851852
3,1,0,0,0,0.8289699074074074
3,1,0,0,0,0.8431712962962963
3,1,0,0,0,0.8590277777777777
3,1,0,0,0,0.859363425925926
3,1,0,0,0,0.8638194444444445
3,1,0,0,0,0.8877083333333333
3,1,0,0,0,0.8933101851851852
3,1,0,0,0,0.9037152777777778
3,1,0,0,0,0.9324652777777778
3,1,0,0,0,0.9365509259259259
3,1,0,0,0,0.9516435185185185
3,1,0,0,0,0.9656481481481481
3,1,0,0,0,0.983912037037037
3,1,0,0,0,0.9841203703703704
3,1,0,0,0,0.9907060185185185
3,1,0,0,0,0.9971875
3,1,0,0,0,0.997337962962963
3,1,0,0,0,1.000787037037037
3,1,0,0,0,1.0160185185185184
3,1,0,0,0,1.0185532407407407
3,1,0,0,0,1.0325810185185185
3,1,0,0,0,1.049363425925926
3,1,0,0,0,1.063912037037037
3,1,0,0,0,1.0727199074074074
3,1,0,0,0,1.2380092592592593
3,1,0,0,0,1.2474421296296296
3,1,0,0,0,1.2940625
3,1,0,0,0,1.3356018518518518
3,1,0,0,0,1.3879398148148148
3,1,0,0,0,1.4223726851851852
3,1,0,0,0,1.4984143518518518
3,1,0,0,0,1.5203472222222223
3,1,0,0,0,1.572199074074074
3,1,0,0,0,1.7685300925925926
3,1,0,0,0,1.7859143518518519
3,1,0,0,0,1.815960648148148
3,1,0,0,0,1.8553125
3,1,0,0,0,1.8912384259259258
3,1,0,0,0,1.9189467592592593
3,1,0,0,0,1.9582523148148148
3,1,0,0,0,1.9651157407407407
3,1,0,0,0,1.9665162037037036
3,1,0,0,0,2.0415277777777776
3,1,0,0,0,2.0474189814814814
3,1,0,0,0,2.052627314814815
4,1,0,0,0,2.064837962962963
4,1,0,0,0,2.080787037037037
4,1,0,0,0,2.1747685185185186
4,1,0,0,0,2.1969907407407407
4,1,0,0,0,2.306550925925926
4,1,0,0,0,2.340902777777778
4,1,0,0,0,2.346840277777778
4,1,0,0,0,2.4345833333333333
4,1,0,0,0,2.467962962962963
4,1,0,0,0,2.5050462962962965
4,1,0,0,0,2.5404166666666668
4,1,0,0,0,2.660671296296296
4,1,0,0,0,2.7032175925925928
4,1,0,0,0,2.7777546296296296
4,1,0,0,0,2.888599537037037
4,1,0,0,0,2.9463773148148147
4,1,0,0,0,2.9582407407407407
4,1,0,0,0,2.967048611111111
4,1,0,0,0,2.967673611111111
4,1,0,0,0,3.1663657407407406
4,1,0,0,0,3.2347685185185187
4,1,0,0,0,3.2356018518518517
4,1,0,0,0,3.2843518518518517
4,1,0,0,0,3.30587962962963
4,1,0,0,0,3.3800462962962965
4,1,0,0,0,3.5272916666666667
4,1,0,0,0,3.627951388888889
4,1,0,0,0,3.642511574074074
4,1,0,0,0,3.7310300925925928
4,1,0,0,0,3.741134259259259
4,1,0,0,0,3.778564814814815
4,1,0,0,0,3.800775462962963
4,1,0,0,0,3.832210648148148
4,1,0,0,0,3.864201388888889
4,1,0,0,0,3.876585648148148
4,1,0,0,0,3.9790277777777776
4,1,0,0,0,3.9874768518518517
4,1,0,0,0,3.9981944444444446
4,1,0,0,0,4.149641203703704
4,1,0,0,0,4.199120370370371
4,1,0,0,0,4.3548379629629625
4,1,0,0,0,4.5630902777777775
4,1,0,0,0,4.654444444444445
4,1,0,0,0,4.667719907407408
4,1,0,0,0,4.8085300925925925
4,1,0,0,0,4.828738425925926
4,1,0,0,0,4.890324074074074
4,1,0,0,0,4.922488425925926
4,1,0,0,0,5.0090972222222225
4,1,0,0,0,5.018599537037037
4,1,0,0,0,5.04449074074074
4,1,0,0,0,5.045601851851852
4,1,0,0,0,5.102905092592593
4,1,0,0,0,5.159236111111111
4,1,0,0,0,5.278888888888889
4,1,0,0,0,5.320694444444444
4,1,0,0,0,5.329814814814815
4,1,0,0,0,5.500046296296296
4,1,0,0,0,5.501828703703704
4,1,0,0,0,5.550763888888889
4,1,0,0,0,5.619907407407408
4,1,0,0,0,5.648240740740741
4,1,0,0,0,5.6684375
4,1,0,0,0,5.878900462962963
4,1,0,0,0,5.983020833333334
4,1,0,0,0,6.037002314814814
4,1,0,0,0,6.065335648148148
4,1,0,0,0,6.192210648148148
4,1,0,0,0,6.283333333333333
4,1,0,0,0,6.341342592592593
4,1,0,0,0,6.398831018518519
4,1,0,0,0,6.412974537037037
4,1,0,0,0,6.606631944444445
4,1,0,0,0,6.631539351851852
4,1,0,0,0,6.6438194444444445
4,1,0,0,0,6.815266203703704
4,1,0,0,0,7.045081018518519
4,1,0,0,0,7.053888888888889
4,1,0,0,0,7.090092592592592
4,1,0,0,0,7.1815393518518515
4,1,0,0,0,7.427060185185185
4,1,0,0,0,7.621261574074074
4,1,0,0,0,7.725949074074074
4,1,0,0,0,7.727407407407408
4,1,0,0,0,7.752592592592593
4,1,0,0,0,7.784247685185186
4,1,0,0,0,7.802152777777778
4,1,0,0,0,7.878819444444445
4,1,0,0,0,7.881053240740741
4,1,0,0,0,7.951064814814814
4,1,0,0,0,7.951655092592593
4,1,0,0,0,7.979583333333333
4,1,0,0,0,8.038020833333333
4,1,0,0,0,8.12326388888889
4,1,0,0,0,8.16074074074074
4,1,0,0,0,8.163587962962962
4,1,0,0,0,8.207777777777778
4,1,0,0,0,8.72699074074074
4,1,0,0,0,8.795046296296297
4,1,0,0,0,9.019583333333333
5,1,0,0,0,9.096875
5,1,0,0,0,9.310358796296295
5,1,0,0,0,9.567789351851852
5,1,0,0,0,9.593391203703703
5,1,0,0,0,9.74900462962963
5,1,0,0,0,9.871157407407408
5,1,0,0,0,9.950219907407407
5,1,0,0,0,10.182141203703704
5,1,0,0,0,10.212199074074075
5,1,0,0,0,10.320891203703704
5,1,0,0,0,10.326747685185186
5,1,0,0,0,10.60431712962963
5,1,0,0,0,10.842534722222222
5,1,0,0,0,10.88267361111111
5,1,0,0,0,10.89712962962963
5,1,0,0,0,10.906238425925926
5,1,0,0,0,11.040104166666667
5,1,0,0,0,11.117696759259259
5,1,0,0,0,11.525891203703704
5,1,0,0,0,11.605069444444444
5,1,0,0,0,11.618935185185185
5,1,0,0,0,11.755104166666667
5,1,0,0,0,11.775115740740741
5,1,0,0,0,11.927905092592592
5,1,0,0,0,12.012048611111112
5,1,0,0,0,12.219085648148148
5,1,0,0,0,12.509664351851852
5,1,0,0,0,12.867430555555556
5,1,0,0,0,12.87099537037037
5,1,0,0,0,12.969849537037037
5,1,0,0,0,13.049224537037038
5,1,0,0,0,13.572650462962963
5,1,0,0,0,13.840439814814815
5,1,0,0,0,13.9371875
5,1,0,0,0,14.088287037037038
5,1,0,0,0,14.102835648148147
5,1,0,0,0,14.186701388888888
5,1,0,0,0,14.351400462962962
5,1,0,0,0,14.45037037037037
5,1,0,0,0,14.524502314814814
5,1,0,0,0,14.63943287037037
5,1,0,0,0,14.804965277777777
5,1,0,0,0,14.870439814814814
5,1,0,0,0,14.878113425925926
5,1,0,0,0,14.960104166666667
5,1,0,0,0,15.097152777777778
5,1,0,0,0,15.117569444444445
5,1,0,0,0,15.160358796296297
5,1,0,0,0,15.183460648148149
5,1,0,0,0,15.18962962962963
5,1,0,0,0,15.449722222222222
5,1,0,0,0,15.45630787037037
5,1,0,0,0,15.5175
5,1,0,0,0,15.65144675925926
5,1,0,0,0,15.767013888888888
5,1,0,0,0,15.796909722222223
5,1,0,0,0,15.818460648148148
5,1,0,0,0,15.85050925925926
5,1,0,0,0,15.944652777777778
5,1,0,0,0,16.073703703703703
5,1,0,0,0,16.135636574074073
5,1,0,0,0,16.507083333333334
5,1,0,0,0,16.52306712962963
5,1,0,0,0,16.613194444444446
5,1,0,0,0,16.934768518518517
5,1,0,0,0,17.145428240740742
5,1,0,0,0,17.80609953703704
5,1,0,0,0,18.380694444444444
5,1,0,0,0,18.9203125
5,1,0,0,0,19.00409722222222
5,1,0,0,0,19.054039351851852
5,1,0,0,0,19.130462962962962
6,1,0,0,0,19.181886574074074
6,1,0,0,0,19.484479166666667
6,1,0,0,0,19.741701388888888
6,1,0,0,0,19.818402777777777
6,1,0,0,0,19.878900462962964
6,1,0,0,0,20.16383101851852
6,1,0,0,0,20.771412037037038
6,1,0,0,0,20.82107638888889
6,1,0,0,0,21.039166666666667
6,1,0,0,0,21.147476851851852
6,1,0,0,0,21.223240740740742
6,1,0,0,0,21.664212962962964
6,1,0,0,0,21.917384259259258
6,1,0,0,0,21.933020833333334
6,1,0,0,0,21.938773148148147
6,1,0,0,0,22.053877314814816
6,1,0,0,0,22.16402777777778
6,1,0,0,0,22.165868055555556
6,1,0,0,0,22.391273148148148
6,1,0,0,0,22.826944444444443
6,1,0,0,0,22.866064814814816
6,1,0,0,0,23.008900462962963
6,1,0,0,0,23.046354166666667
6,1,0,0,0,23.059421296296296
6,1,0,0,0,23.446041666666666
6,1,0,0,0,23.565520833333334
6,1,0,0,0,23.869907407407407
6,1,0,0,0,23.90355324074074
6,1,0,0,0,24.090949074074075
6,1,0,0,0,24.7359375
6,1,0,0,0,24.968368055555555
6,1,0,0,0,25.039872685185184
6,1,0,0,0,25.04863425925926
6,1,0,0,0,25.06394675925926
6,1,0,0,0,25.0646875
6,1,0,0,0,25.14435185185185
6,1,0,0,0,25.173715277777777
6,1,0,0,0,25.633078703703703
6,1,0,0,0,25.671805555555554
6,1,0,0,0,25.683043981481482
6,1,0,0,0,25.726967592592594
6,1,0,0,0,25.87423611111111
6,1,0,0,0,25.90940972222222
6,1,0,0,0,25.935625
6,1,0,0,0,25.954594907407408
6,1,0,0,0,26.536909722222223
6,1,0,0,0,26.968587962962964
6,1,0,0,0,27.126828703703705
6,1,0,0,0,27.216608796296295
6,1,0,0,0,27.287766203703704
6,1,0,0,0,27.786180555555557
6,1,0,0,0,27.828368055555554
6,1,0,0,0,28.122453703703705
6,1,0,0,0,28.24070601851852
6,1,0,0,0,28.5225
6,1,0,0,0,28.849282407407408
6,1,0,0,0,28.946967592592593
6,1,0,0,0,29.050162037037037
6,1,0,0,0,29.13832175925926
6,1,0,0,0,29.3096875
6,1,0,0,0,29.39346064814815
6,1,0,0,0,29.43550925925926
6,1,0,0,0,29.588333333333335
6,1,0,0,0,29.991180555555555
6,1,0,0,0,30.1553125
6,1,0,0,0,30.846099537037038
7,1,0,0,0,30.894953703703703
7,1,0,0,0,30.935289351851853
7,1,0,0,0,30.97797453703704
7,1,0,0,0,31.095023148148147
7,1,0,0,0,31.39050925925926
7,1,0,0,0,31.43460648148148
7,1,0,0,0,31.644421296296297
7,1,0,0,0,31.852905092592593
7,1,0,0,0,32.14826388888889
7,1,0,0,0,32.18292824074074
7,1,0,0,0,32.46542824074074
7,1,0,0,0,32.97990740740741
7,1,0,0,0,33.050671296296294
7,1,0,0,0,33.08204861111111
7,1,0,0,0,33.24363425925926
7,1,0,0,0,33.472118055555555
7,1,0,0,0,33.93731481481481
7,1,0,0,0,34.736412037037034
7,1,0,0,0,34.982951388888885
7,1,0,0,0,35.0793287037037
7,1,0,0,0,35.10709490740741
7,1,0,0,0,35.20682870370371
7,1,0,0,0,35.32164351851852
7,1,0,0,0,35.333761574074074
7,1,0,0,0,35.912326388888886
7,1,0,0,0,36.10483796296296
7,1,0,0,0,36.14334490740741
7,1,0,0,0,36.5434375
7,1,0,0,0,37.05060185185185
7,1,0,0,0,37.053217592592596
7,1,0,0,0,38.05449074074074
7,1,0,0,0,38.055532407407405
7,1,0,0,0,38.149976851851854
7,1,0,0,0,38.15724537037037
7,1,0,0,0,38.42553240740741
7,1,0,0,0,38.435949074074074
7,1,0,0,0,38.500856481481485
7,1,0,0,0,38.950497685185184
7,1,0,0,0,39.10047453703704
7,1,0,0,0,39.169571759259256
7,1,0,0,0,39.18737268518519
7,1,0,0,0,40.09537037037037
7,1,0,0,0,41.359722222222224
7,1,0,0,0,41.58864583333333
7,1,0,0,0,41.604108796296295
7,1,0,0,0,41.88956018518518
7,1,0,0,0,42.180034722222224
7,1,0,0,0,42.2740162037037
7,1,0,0,0,42.27984953703704
7,1,0,0,0,42.538726851851855
7,1,0,0,0,42.63829861111111
7,1,0,0,0,42.68412037037037
7,1,0,0,0,42.75479166666667
7,1,0,0,0,42.900810185185186
7,1,0,0,0,42.96054398148148
7,1,0,0,0,43.294328703703705
7,1,0,0,0,43.70659722222222
7,1,0,0,0,43.7821875
8,1,0,0,0,44.0528587962963
8,1,0,0,0,44.478657407407404
8,1,0,0,0,44.844988425925926
8,1,0,0,0,45.07613425925926
8,1,0,0,0,45.194155092592595
8,1,0,0,0,45.224444444444444
8,1,0,0,0,45.40675925925926
8,1,0,0,0,46.03320601851852
8,1,0,0,0,46.853125
8,1,0,0,0,46.91274305555555
8,1,0,0,0,47.54825231481482
8,1,0,0,0,48.02109953703704
8,1,0,0,0,48.07556712962963
8,1,0,0,0,48.162256944444444
8,1,0,0,0,48.19826388888889
8,1,0,0,0,48.4234375
8,1,0,0,0,48.74907407407407
8,1,0,0,0,48.778819444444444
8,1,0,0,0,48.93202546296296
8,1,0,0,0,49.67131944444444
8,1,0,0,0,49.77271990740741
8,1,0,0,0,50.22782407407407
8,1,0,0,0,51.327974537037036
8,1,0,0,0,51.42863425925926
8,1,0,0,0,52.27651620370371
8,1,0,0,0,52.438472222222224
8,1,0,0,0,52.54162037037037
8,1,0,0,0,52.60413194444445
8,1,0,0,0,52.8124537037037
8,1,0,0,0,53.08266203703704
8,1,0,0,0,54.78202546296296
8,1,0,0,0,54.809375
8,1,0,0,0,55.12013888888889
8,1,0,0,0,56.03806712962963
8,1,0,0,0,56.64376157407408
8,1,0,0,0,56.94506944444444
8,1,0,0,0,57.05626157407407
8,1,0,0,0,57.8522337962963
8,1,0,0,0,57.86826388888889
8,1,0,0,0,57.922476851851854
8,1,0,0,0,58.04302083333334
8,1,0,0,0,58.61267361111111
8,1,0,0,0,58.954664351851854
8,1,0,0,0,58.970925925925926
8,1,0,0,0,58.97309027777778
8,1,0,0,0,59.07200231481482
8,1,0,0,0,59.72527777777778
8,1,0,0,0,60.27166666666667
8,1,0,0,0,60.81515046296296
8,1,0,0,0,60.963935185185186
8,1,0,0,0,61.1809375
8,1,0,0,0,61.63078703703704
8,1,0,0,0,61.876863425925926
9,1,0,0,0,62.026608796296294
9,1,0,0,0,62.198125
9,1,0,0,0,62.87228009259259
9,1,0,0,0,62.90600694444444
9,1,0,0,0,63.19040509259259
9,1,0,0,0,63.5125
9,1,0,0,0,63.67780092592593
9,1,0,0,0,63.701516203703704
9,1,0,0,0,63.72701388888889
9,1,0,0,0,63.929525462962964
9,1,0,0,0,63.94008101851852
9,1,0,0,0,64.43857638888889
9,1,0,0,0,64.53318287037037
9,1,0,0,0,64.69899305555556
9,1,0,0,0,64.85940972222222
9,1,0,0,0,64.97988425925926
9,1,0,0,0,65.15108796296296
9,1,0,0,0,65.28799768518519
9,1,0,0,0,65.30174768518519
9,1,0,0,0,65.80262731481481
9,1,0,0,0,65.82365740740741
9,1,0,0,0,65.93721064814815
9,1,0,0,0,66.74045138888889
9,1,0,0,0,67.19378472222222
9,1,0,0,0,67.62523148148148
9,1,0,0,0,68.02930555555555
9,1,0,0,0,69.0540625
9,1,0,0,0,70.93290509259259
9,1,0,0,0,70.98775462962963
9,1,0,0,0,71.47396990740741
9,1,0,0,0,71.96934027777777
9,1,0,0,0,72.03097222222222
9,1,0,0,0,72.06681712962963
9,1,0,0,0,72.23614583333334
9,1,0,0,0,72.34027777777777
9,1,0,0,0,73.99383101851852
9,1,0,0,0,74.62905092592592
9,1,0,0,0,74.8209375
9,1,0,0,0,74.99200231481481
9,1,0,0,0,75.84986111111111
9,1,0,0,0,75.86799768518519
9,1,0,0,0,75.87053240740741
9,1,0,0,0,76.02035879629629
9,1,0,0,0,76.13474537037037
9,1,0,0,0,77.00425925925926
9,1,0,0,0,77.28990740740741
9,1,0,0,0,77.34856481481482
9,1,0,0,0,77.98452546296296
9,1,0,0,0,78.08822916666666
10,1,0,0,0,78.40222222222222
10,1,0,0,0,79.62399305555556
10,1,0,0,0,80.01407407407407
10,1,0,0,0,80.03666666666666
10,1,0,0,0,80.57817129629629
10,1,0,0,0,80.6971875
10,1,0,0,0,81.62417824074075
10,1,0,0,0,81.97976851851851
10,1,0,0,0,82.5821412037037
10,1,0,0,0,82.80581018518518
10,1,0,0,0,83.12094907407408
10,1,0,0,0,83.2537962962963
10,1,0,0,0,83.37504629629629
10,1,0,0,0,83.57054398148148
10,1,0,0,0,83.82277777777777
10,1,0,0,0,84.00923611111111
10,1,0,0,0,84.29012731481481
10,1,0,0,0,84.41422453703704
10,1,0,0,0,84.69388888888889
10,1,0,0,0,84.94643518518518
10,1,0,0,0,85.16846064814816
10,1,0,0,0,85.54253472222223
10,1,0,0,0,85.54841435185185
10,1,0,0,0,85.77282407407408
10,1,0,0,0,86.36984953703704
10,1,0,0,0,86.42996527777778
10,1,0,0,0,87.12861111111111
10,1,0,0,0,87.19737268518519
10,1,0,0,0,87.37142361111111
10,1,0,0,0,87.98866898148148
10,1,0,0,0,88.62181712962963
10,1,0,0,0,88.7148611111111
10,1,0,0,0,89.12167824074074
10,1,0,0,0,89.34599537037037
10,1,0,0,0,89.46675925925926
10,1,0,0,0,89.62607638888889
10,1,0,0,0,89.91655092592593
10,1,0,0,0,90.71908564814815
10,1,0,0,0,90.74428240740741
10,1,0,0,0,90.88297453703704
10,1,0,0,0,91.8105787037037
10,1,0,0,0,92.16837962962963
10,1,0,0,0,92.2999074074074
11,1,0,0,0,93.07767361111111
11,1,0,0,0,94.04435185185186
11,1,0,0,0,94.28796296296296
11,1,0,0,0,94.57447916666666
11,1,0,0,0,94.9578125
11,1,0,0,0,95.11854166666667
11,1,0,0,0,96.16390046296296
11,1,0,0,0,96.51140046296297
11,1,0,0,0,96.70856481481482
11,1,0,0,0,96.7862962962963
11,1,0,0,0,97.5597337962963
11,1,0,0,0,97.69814814814815
11,1,0,0,0,97.76737268518518
11,1,0,0,0,98.08886574074074
11,1,0,0,0,98.1702662037037
11,1,0,0,0,98.43800925925926
11,1,0,0,0,98.66052083333334
11,1,0,0,0,98.72799768518519
11,1,0,0,0,100.17239583333334
11,1,0,0,0,100.38443287037038
11,1,0,0,0,100.8683449074074
11,1,0,0,0,100.93494212962963
11,1,0,0,0,101.74015046296296
11,1,0,0,0,102.24350694444445
11,1,0,0,0,102.43924768518518
11,1,0,0,0,102.56508101851851
11,1,0,0,0,102.5742361111111
11,1,0,0,0,102.64168981481481
11,1,0,0,0,102.68746527777778
11,1,0,0,0,102.71055555555556
11,1,0,0,0,103.02244212962962
11,1,0,0,0,103.10778935185185
11,1,0,0,0,103.23501157407408
11,1,0,0,0,103.24679398148149
11,1,0,0,0,103.32913194444444
11,1,0,0,0,103.71027777777778
11,1,0,0,0,105.01336805555556
11,1,0,0,0,105.06693287037037
11,1,0,0,0,105.11030092592593
11,1,0,0,0,105.25719907407408
11,1,0,0,0,105.69601851851851
11,1,0,0,0,107.08119212962963
11,1,0,0,0,107.09756944444445
11,1,0,0,0,107.24868055555555
11,1,0,0,0,107.91509259259259
11,1,0,0,0,108.00515046296296
11,1,0,0,0,109.1241087962963
11,1,0,0,0,109.16315972222222
11,1,0,0,0,110.1679861111111
11,1,0,0,0,110.90246527777778
11,1,0,0,0,110.95282407407407
11,1,0,0,0,111.99342592592592
11,1,0,0,0,112.15262731481481
11,1,0,0,0,112.58881944444444
11,1,0,0,0,113.14121527777777
12,1,0,0,0,113.19576388888889
12,1,0,0,0,113.60783564814815
12,1,0,0,0,114.56399305555556
12,1,0,0,0,114.99976851851852
12,1,0,0,0,115.13856481481481
12,1,0,0,0,115.16221064814815
12,1,0,0,0,116.1987962962963
12,1,0,0,0,116.53421296296297
12,1,0,0,0,116.68625
12,1,0,0,0,116.77107638888889
12,1,0,0,0,116.95494212962963
12,1,0,0,0,117.53052083333333
12,1,0,0,0,117.78622685185185
12,1,0,0,0,117.84791666666666
12,1,0,0,0,117.99130787037036
12,1,0,0,0,118.19912037037037
12,1,0,0,0,118.3702199074074
12,1,0,0,0,119.41738425925926
12,1,0,0,0,120.02028935185186
12,1,0,0,0,120.22597222222223
12,1,0,0,0,121.00221064814815
12,1,0,0,0,121.38260416666667
12,1,0,0,0,121.72399305555555
12,1,0,0,0,122.33548611111111
12,1,0,0,0,122.76325231481482
12,1,0,0,0,122.96667824074073
